phi0,omega,M,Q,R_eff,C_eff
0.614,0.86553,0.28081,0.2305,3.74029,0.07508
0.615,0.86515,0.28066,0.23032,3.73678,0.07511
0.616,0.86476,0.28051,0.23015,3.73325,0.07514
0.617,0.86438,0.28036,0.22998,3.72972,0.07517
0.618,0.864,0.28021,0.22981,3.72617,0.0752
0.619,0.86362,0.28007,0.22964,3.72261,0.07523
0.62,0.86324,0.27992,0.22947,3.71904,0.07527
0.621,0.86286,0.27978,0.2293,3.71547,0.0753
0.622,0.86247,0.27963,0.22913,3.71188,0.07533
0.623,0.86209,0.27948,0.22896,3.70828,0.07537
0.624,0.86171,0.27934,0.2288,3.70467,0.0754
0.625,0.86133,0.2792,0.22863,3.70104,0.07544
0.626,0.86095,0.27905,0.22846,3.69741,0.07547
0.627,0.86056,0.27891,0.22829,3.69377,0.07551
0.628,0.86018,0.27876,0.22813,3.69011,0.07554
0.629,0.8598,0.27862,0.22796,3.68645,0.07558
0.63,0.85942,0.27848,0.22779,3.68277,0.07562
0.631,0.85904,0.27834,0.22763,3.67909,0.07565
0.632,0.85865,0.2782,0.22746,3.67539,0.07569
0.633,0.85827,0.27805,0.2273,3.67168,0.07573
0.634,0.85789,0.27791,0.22713,3.66796,0.07577
0.635,0.85751,0.27777,0.22697,3.66423,0.07581
0.636,0.85712,0.27763,0.22681,3.66048,0.07585
0.637,0.85674,0.27749,0.22664,3.65673,0.07589
0.638,0.85636,0.27735,0.22648,3.65296,0.07593
0.639,0.85598,0.27721,0.22632,3.64922,0.07597
0.64,0.85559,0.27708,0.22616,3.64597,0.07599
0.641,0.85521,0.27694,0.22599,3.64271,0.07602
0.642,0.85483,0.2768,0.22583,3.63943,0.07606
0.643,0.85445,0.27666,0.22567,3.63615,0.07609
0.644,0.85406,0.27652,0.22551,3.63286,0.07612
0.645,0.85368,0.27639,0.22535,3.62956,0.07615
0.646,0.8533,0.27625,0.22519,3.62625,0.07618
0.647,0.85292,0.27611,0.22503,3.62293,0.07621
0.648,0.85253,0.27598,0.22487,3.61961,0.07625
0.649,0.85215,0.27584,0.22471,3.61627,0.07628
0.65,0.85177,0.27571,0.22455,3.61292,0.07631
0.651,0.85139,0.27557,0.2244,3.60957,0.07635
0.652,0.851,0.27544,0.22424,3.6062,0.07638
0.653,0.85062,0.27531,0.22408,3.60283,0.07641
0.654,0.85024,0.27517,0.22392,3.59944,0.07645
0.655,0.84985,0.27504,0.22377,3.59605,0.07648
0.656,0.84947,0.27491,0.22361,3.59265,0.07652
0.657,0.84909,0.27478,0.22345,3.58923,0.07656
0.658,0.8487,0.27464,0.2233,3.58581,0.07659
0.659,0.84832,0.27451,0.22314,3.58238,0.07663
